url	download_complete
www.ics.uci.edu/~lab/students/acct_activate.php	complete
support.ics.uci.edu/ics.system/feed.xml	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/170_files/sheet005.html	complete
www.ics.uci.edu/about/search/search_support.php	complete
www.ics.uci.edu/~lab/proj_ics/grp_acct.php	complete
www.ics.uci.edu/about/annualreport/2005-06/numbers.php	complete
www.ics.uci.edu/ugrad/admissions/transfer/index.php	complete
www.ics.uci.edu/community/events/openhouse/gallery_16.html	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/192_files/sheet003.html	complete
www.ics.uci.edu/about/annualreport/2005-06/index.php	complete
www.ics.uci.edu/community/news/student_blogs/blog_posts/Emma_Anderson-January2018.php	complete
www.ics.uci.edu/community/alumni/mentor/index.php	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/364a.html	complete
www.ics.uci.edu/community/friends/OLD_index.php	complete
www.ics.uci.edu/ugrad/policies/Readmission_DQ.php	complete
www.ics.uci.edu/community/events/openhouse/gallery_15.html	complete
www.ics.uci.edu/faculty/area/area_data.php	complete
www.ics.uci.edu/grad/policies/GradPolicies_TransferCredit.php	complete
www.ics.uci.edu/grad/policies/GradPolicies_CandidacyCommittee.php	complete
www.ics.uci.edu/community/events/extreme/extreme_recruit.php	complete
www.ics.uci.edu/ugrad/QA_Petitions.php	complete
www.ics.uci.edu/community/events/openhouse/gallery_02.html	complete
www.ics.uci.edu/about/annualreport/2006-07/development.php	complete
www.ics.uci.edu/faculty/area/area_software.php	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/192_files/sheet002.html	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/364a_files/sheet005.html	complete
www.ics.uci.edu/~lab/students/unixfiles.php	complete
www.ics.uci.edu/computing/services/microsoft_imagine_error.php	complete
www.ics.uci.edu/computing/account/quota.php	complete
www.ics.uci.edu/computing/quarterlyAnnouncement/quarterly-announcement-20130907.php	complete
www.ics.uci.edu/faculty/area/area_systems.php	complete
www.ics.uci.edu/community/friends/index.php	complete
www.ics.uci.edu/ugrad/degrees/degree_se.php	complete
www.ics.uci.edu/community/events/extreme/extreme_awards_2008.php	complete
www.ics.uci.edu/about/search/index.php	complete
www.ics.uci.edu/~lab/lab_schedule/spring.php	complete
www.ics.uci.edu/ugrad/degrees/Second_BA_DS.php	complete
www.ics.uci.edu/computing/email/group_email.php	complete
www.ics.uci.edu/faculty/area/area_hci.php	complete
www.ics.uci.edu/grad/index.php	complete
www.ics.uci.edu/about/bren/bren_vision.php	complete
www.ics.uci.edu/computing/policy/ethics_summary.php	complete
www.ics.uci.edu/about/search/search_external.php	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/162.html	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/192_files/sheet002.html	complete
www.ics.uci.edu/computing/quarterlyAnnouncement/announcements-winter-2016.php	complete
www.ics.uci.edu/ugrad/honors/honors_program.php	complete
www.ics.uci.edu/ugrad/policies/Computer_Ethics.php	complete
www.ics.uci.edu/about/annualreport/2005-06/development.php	complete
www.ics.uci.edu/grad/policies/GradPolicies_MSThesisOption.php	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/170_files/sheet001.html	complete
www.ics.uci.edu/about/about_deanmsg.php	complete
www.ics.uci.edu/community/events/openhouse/video_dedication.html	complete
www.ics.uci.edu/computing/account/new.php	complete
www.ics.uci.edu/about/bren/gallery/gallery_01_jpg.php	complete
www.ics.uci.edu/informatics/news/news_2006.php	complete
www.ics.uci.edu/%7elab/students/index.php	complete
www.ics.uci.edu/../computing/account/quota.php	complete
www.ics.uci.edu/computing/quarterlyAnnouncement/announcements-fall-2014.php	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/189_files/sheet001.html	complete
www.ics.uci.edu/community/events/openhouse/video_wow.html	complete
www.ics.uci.edu/~lab/lab_schedule/winter_finals.php	complete
www.ics.uci.edu/employment/employ_faculty.php	complete
www.ics.uci.edu/%7elab/labs_specs/software.php	complete
www.ics.uci.edu/ugrad/degrees/Second_BA_INF.php	complete
www.ics.uci.edu/computing/contact/who.php	complete
www.ics.uci.edu/computerscience/sitemap.php	complete
www.ics.uci.edu/community/icsjobs/icsjobs_list.php	complete
www.ics.uci.edu/community/events/openhouse/research04.html	complete
www.ics.uci.edu/community/events/openhouse/research02.html	complete
www.ics.uci.edu/community/events/openhouse/gallery_06.html	complete
www.ics.uci.edu/grad/qa/index.php	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/170_files/sheet002.html	complete
www.ics.uci.edu/%7elab/lab_schedule/winter_finals.php	complete
www.ics.uci.edu/computing/linux/gsu.php	complete
www.ics.uci.edu/~lab/labs_specs/hardware.php	complete
www.ics.uci.edu/computing/linux/sge.php	complete
www.ics.uci.edu/grad/admissions/Prospective_ApplicationProcess.php	complete
www.ics.uci.edu/about/bren/gallery/gallery_08_jpg.php	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/189.html	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/364a_files/sheet002.html	complete
support.ics.uci.edu/passwd/index.php	complete
www.ics.uci.edu/~lab/students/printing.php	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/170_files/sheet004.html	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/183_files/sheet001.html	complete
www.ics.uci.edu/%7elab/faculties/index.php	complete
www.ics.uci.edu/faculty/area/area_social.php	complete
www.ics.uci.edu/~lab/policies/labguidelines.php	complete
www.ics.uci.edu/community/friends/proj125/proj125_testimonials.php	complete
www.ics.uci.edu/about/annualreport/2006-07/events.php	complete
www.ics.uci.edu/about/bren/gallery/gallery_03_jpg.php	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/189_files/sheet001.html	complete
www.ics.uci.edu/employment/employ_research.php	complete
www.ics.uci.edu/ugrad/honors/index.php	complete
www.ics.uci.edu/ugrad/degrees/degree_cse_electives.php	complete
www.ics.uci.edu/computing/account/activate.php	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/183_files/sheet005.html	complete
www.ics.uci.edu/ugrad/honors/honors_h197.php	complete
www.ics.uci.edu/ugrad/life/index.php	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/189.html	complete
www.ics.uci.edu/computing/services/restore.php	complete
www.ics.uci.edu/grad/admissions/Prospective_Re-applying.php	complete
www.ics.uci.edu/community/events/openhouse/building.html	complete
www.ics.uci.edu/~lab/labs_specs/software.php	complete
www.ics.uci.edu/ugrad/resources/Campus_Resources.php	complete
www.ics.uci.edu/community/events/extreme/extreme_forms.php	complete
www.ics.uci.edu/computing/services/printing.php	complete
www.ics.uci.edu/grad/policies/GradPolicies_ComprehensiveExam.php	complete
www.ics.uci.edu/faculty/centers/index.php	complete
www.ics.uci.edu/grad/policies/GradPolicies_Defense.php	complete
www.ics.uci.edu/community/events/extreme/extreme_format.php	complete
www.ics.uci.edu/about/visit/index.php	complete
www.ics.uci.edu/%7elab/lab_schedule/summer.php	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/364a_files/sheet003.html	complete
www.ics.uci.edu/about/annualreport/2006-07/sao.php	complete
www.ics.uci.edu/ugrad/policies/Grade_Options.php	complete
www.ics.uci.edu/community/events/openhouse/gallery_12.html	complete
www.ics.uci.edu/community/events/openhouse/research11.html	complete
www.ics.uci.edu/community/events/extreme/extreme_timeline.php	complete
www.ics.uci.edu/grad/funding/index.php	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/183_files/sheet003.html	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/183.html	complete
www.ics.uci.edu/about/bren/index.php	complete
www.ics.uci.edu/ugrad/degrees/Second_BA.php	complete
www.ics.uci.edu/faculty/area/area_compgraphics.php	complete
www.ics.uci.edu/faculty/area/index.php	complete
www.ics.uci.edu/%7elab/policies/labguidelines.php	complete
www.ics.uci.edu/community/events/openhouse/research07.html	complete
www.ics.uci.edu/%7elab/lab_schedule/index.php	complete
www.ics.uci.edu/faculty/index.php	complete
www.ics.uci.edu/employment/employ_lecturer.php	complete
www.ics.uci.edu/about/annualreport/2005-06/sao.php	complete
www.ics.uci.edu/ugrad/sao/index.php	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/170_files/sheet004.html	complete
www.ics.uci.edu/computing/web/personalpage.php	complete
www.ics.uci.edu/computing/account/renewal.php	complete
www.ics.uci.edu/about/annualreport/2006-07/donors.php	complete
www.ics.uci.edu/%7elab/students/unixfiles.php	complete
labbie.ics.uci.edu/index.php	complete
www.ics.uci.edu/community/events/openhouse/rfid.php	complete
www.ics.uci.edu/ugrad/degrees/degree_cs.php	complete
www.ics.uci.edu/grad/policies/GradPolicies_PreviousMSdegree.php	complete
www.ics.uci.edu/computing/windows/dropboxes/dropboxes_faq.php	complete
www.ics.uci.edu/ugrad/Credit By Exam Information.php	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/192.html	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/364a_files/sheet002.html	complete
www.ics.uci.edu/community/alumni/mentor/mentee_login.php	complete
www.ics.uci.edu/ugrad/financial/index.php	complete
www.ics.uci.edu/community/events/openhouse/research03.html	complete
www.ics.uci.edu/grad/degrees/degree_cs.php	complete
www.ics.uci.edu/community/events/openhouse/research05.html	complete
www.ics.uci.edu/faculty/area/area_compdesign.php	complete
www.ics.uci.edu/about/bren/gallery/gallery_02_jpg.php	complete
www.ics.uci.edu/ugrad/policies/Computer_Acct_Backup.php	complete
www.ics.uci.edu/community/events/openhouse/gallery_13.html	complete
www.ics.uci.edu/computing/web/faqs.php	complete
www.ics.uci.edu/computing/quarterlyAnnouncement/index.php	complete
www.ics.uci.edu/ugrad/degrees/degree_in4matx.php	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/183_files/sheet001.html	complete
www.ics.uci.edu/about/visit/visit_fromjwa.php	complete
www.ics.uci.edu/faculty/area/area_network.php	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/170_files/sheet003.html	complete
www.ics.uci.edu/about/search/search_dept_in4matx.php	complete
www.ics.uci.edu/ugrad/courses/index.php	complete
www.ics.uci.edu/~lab/lab_schedule/index.php	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/162_files/sheet001.html	complete
www.ics.uci.edu/ugrad/degrees/degree_bim.php	complete
www.ics.uci.edu/%7elab/students/printing.php	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/162.html	complete
www.ics.uci.edu/ugrad/policies/Academic_Honesty.php	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/183_files/sheet004.html	complete
www.ics.uci.edu/about/search/search_dept_stats.php	complete
www.ics.uci.edu/community/news/student_blogs/blog_posts/Nguyen_Dang-November2017.php	complete
www.ics.uci.edu/ugrad/policies/Computer_RemoteAccess.php	complete
www.ics.uci.edu/community/events/openhouse/research12.html	complete
www.ics.uci.edu/grad/courses/index.php	complete
www.ics.uci.edu/ugrad/admissions/admissions_why.php	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/189_files/filelist.xml	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/183_files/filelist.xml	complete
www.ics.uci.edu/employment/employ_distinguished.php	complete
www.ics.uci.edu/ugrad/policies/Withdrawal_Readmission.php	complete
www.ics.uci.edu/computing/linux/tools.php	complete
www.ics.uci.edu/about/about_facts.php	complete
www.ics.uci.edu/ugrad/policies/CS199_IN4MATX199.php	complete
www.ics.uci.edu/grad/admissions/index.php	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/192_files/sheet001.html	complete
www.ics.uci.edu/ugrad/degrees/degree_cgs.php	complete
www.ics.uci.edu	complete
www.ics.uci.edu/computing/email/google_faq.php	complete
www.ics.uci.edu/community/events/openhouse/demos.html	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/192_files/filelist.xml	complete
www.ics.uci.edu/community/egiving/2008/video.php	complete
www.ics.uci.edu/about/bren/gallery/gallery_15_jpg.php	complete
www.ics.uci.edu/~lab/lab_assistants/index.php	complete
www.ics.uci.edu/~lab/lab_assistants/job_description.php	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/162_files/sheet004.html	complete
www.ics.uci.edu/grad/resources.php	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/170_files/filelist.xml	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/364a_files/sheet001.html	complete
www.ics.uci.edu/community/events/openhouse/gallery_05.html	complete
www.ics.uci.edu/grad/degrees/index.php	complete
www.ics.uci.edu/~lab/students/faq.php	complete
www.ics.uci.edu/ugrad/policies/Academic_Standing.php	complete
www.ics.uci.edu/ugrad/policies/Readmission_AP.php	complete
www.ics.uci.edu/computing/email/thunderbird_Gmail.php	complete
www.ics.uci.edu/grad/policies/GradPolicies_TeachingReqt.php	complete
www.ics.uci.edu/%7elab/proj_ics/index.php	complete
www.ics.uci.edu/ugrad/internship/index.php	complete
www.ics.uci.edu/computing/email/thunderbird_setup.php	complete
www.ics.uci.edu/community/events/openhouse/gallery_08.html	complete
www.ics.uci.edu/faculty/highlights/index.php	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/162_files/sheet002.html	complete
www.ics.uci.edu/~lab/lab_schedule/summer.php	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/192_files/sheet005.html	complete
www.ics.uci.edu/about/bren/gallery/gallery_04_jpg.php	complete
www.ics.uci.edu/computing/services/sophos_mac.php	complete
www.ics.uci.edu/community/events/openhouse/gallery_01.html	complete
www.ics.uci.edu/computing/email/google_apps.php	complete
www.ics.uci.edu/computing/account/password.php	complete
www.ics.uci.edu/community/events/openhouse/gallery_10.html	complete
www.ics.uci.edu/about/search/search_graduate_all.php	complete
www.ics.uci.edu/~lab/students/index.php	complete
www.ics.uci.edu/ugrad/degrees/Double_Majors.php	complete
www.ics.uci.edu/about/visit/visit_fromfreeway.php	complete
www.ics.uci.edu/computing/email/delivery_point.php	complete
www.ics.uci.edu/../computing/account/new.php	complete
www.ics.uci.edu/faculty/area/area_stats.php	complete
www.ics.uci.edu/community/news/rss/news.xml	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/364a_files/filelist.xml	complete
www.ics.uci.edu/computing/quarterlyAnnouncement/announcements-fall-2015.php	complete
www.ics.uci.edu/community/news/press/index.php	complete
www.ics.uci.edu/ugrad/honors/honors_application.php	complete
www.ics.uci.edu/about/search/search_graduate.php	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/189_files/sheet005.html	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/162_files/filelist.xml	complete
www.ics.uci.edu/faculty/area/area_environmental.php	complete
www.ics.uci.edu/ugrad/degrees/index.php	complete
www.ics.uci.edu/faculty/area/area_ai.php	complete
www.ics.uci.edu/community/events/openhouse/secondlife.html	complete
www.ics.uci.edu/computing/services/msdnaa_faq.php	complete
www.ics.uci.edu/about/annualreport/2005-06/donors.php	complete
www.ics.uci.edu/community/scholarships/index.php	complete
www.ics.uci.edu/community/friends/leadershipcouncil/index.php	complete
www.ics.uci.edu/~lab/labs_specs/index.php	complete
www.ics.uci.edu/grad/policies/GradPolicies_CopyrightInfringement.php	complete
www.ics.uci.edu/ugrad/policies/Computer_Copyrights.php	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/189_files/sheet003.html	complete
www.ics.uci.edu/about/search/search_payroll.php	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/192_files/sheet004.html	complete
www.ics.uci.edu/ugrad/policies/Computer_DisciplinaryProcedures.php	complete
www.ics.uci.edu/computing/services/sophos_win.php	complete
www.ics.uci.edu/grad/forms/index.php	complete
www.ics.uci.edu/computing/students/index.php	complete
www.ics.uci.edu/about/bren/gallery/gallery_05_jpg.php	complete
www.ics.uci.edu/ugrad/QA_Graduation.php	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/189_files/sheet002.html	complete
www.ics.uci.edu/computing/account/mapdrive_mac.php	complete
www.ics.uci.edu/employment/index.php	complete
www.ics.uci.edu/about/annualreport/2005-06/alumni.php	complete
www.ics.uci.edu/computing/contact/index.php	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/189_files/sheet004.html	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/192_files/sheet001.html	complete
www.ics.uci.edu/faculty/area/area_medical.php	complete
www.ics.uci.edu/community/events/openhouse/video_bren.html	complete
www.ics.uci.edu/about/bren/gallery/gallery_10_jpg.php	complete
www.ics.uci.edu/ugrad/sao/SAO_Events.php	complete
www.ics.uci.edu/computing/quarterlyAnnouncement/announcements-winter-2014.php	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/170.html	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/364a_files/sheet004.html	complete
www.ics.uci.edu/ugrad/policies/index.php	complete
www.ics.uci.edu/about/about_factsfigures.php	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/170_files/sheet001.html	complete
www.ics.uci.edu/about/search/search_sao.php	complete
www.ics.uci.edu/computing/email/mailboss.php	complete
www.ics.uci.edu/computing/policy/ethics.php	complete
